1.567727953967287813e-01,4.288686487426114115e-03,1.888588042012440404e-01,4.990432665630199771e-03,2.005122406134272894e-01,4.604485181345602772e-03,2.145695395882361578e-01,6.718195512780407268e-03,2.473350955469838242e-01,5.490204241695263027e-03
1.807590515500736017e-01,6.706618319505436993e-03,2.164508951548408111e-01,6.992134759233176872e-03,2.287314273357180794e-01,7.223494366936528480e-03,2.444609316359944717e-01,7.010686118396160411e-03,2.805181601659441082e-01,7.166848507501933675e-03
1.971678299624922137e-01,3.141043947242909591e-03,2.295678644750124009e-01,5.994019107617759926e-03,2.446181356194601642e-01,7.097786886061014516e-03,2.603997500026621337e-01,7.049914046348069487e-03,2.999062509983101421e-01,5.763183641445287358e-03
2.130544017251891353e-01,6.178291908089271998e-03,2.473875742367313002e-01,5.558423931692932710e-03,2.609222433465785973e-01,5.411810077408056065e-03,2.774879390482681285e-01,7.033653507762257541e-03,3.226907669998053119e-01,5.519647790562653457e-03
2.273729473719562078e-01,6.158463462105043772e-03,2.636920505706715767e-01,7.297908090019033546e-03,2.794216094793660621e-01,1.029112227124448498e-02,2.998017987466822243e-01,1.045682013019500443e-02,3.470425309472731645e-01,6.661943741050048613e-03
2.394442610511738345e-01,4.159196876742409128e-03,2.753456371560044635e-01,8.782960123346266607e-03,2.913887576011505165e-01,8.931002351144898266e-03,3.109853570257415933e-01,9.552633742980891698e-03,3.560838146382779845e-01,1.230385540306970157e-02
2.526655187977192019e-01,4.415581598846060433e-03,2.888802107011202436e-01,7.140733289154726007e-03,3.049755777502369258e-01,7.408292672822397971e-03,3.250425331316098010e-01,8.321579842867677518e-03,3.716036772216547712e-01,1.220412346138609848e-02
2.668793801070816207e-01,4.790916807735136687e-03,3.073268387541744362e-01,6.281497963782876025e-03,3.236835207357719457e-01,6.651340106729305458e-03,3.463113378816684573e-01,8.862806083211247771e-03,3.936571776349039320e-01,1.384469587348550502e-02
2.768088014571710720e-01,6.817735345585377270e-03,3.151659727301943104e-01,8.984724254580621697e-03,3.309999565863076532e-01,9.184574473709775436e-03,3.545679805179007826e-01,8.094082309306962694e-03,4.054146567355797481e-01,8.232882705535524495e-03
2.846472801321742185e-01,6.124574942056816920e-03,3.265058749101349966e-01,1.108859893394113956e-02,3.429146396704491062e-01,1.016973683103715442e-02,3.653854849186566334e-01,9.294041212490408363e-03,4.147170096211841295e-01,1.411917072059390432e-02
2.929556778966148078e-01,3.149520085089417120e-03,3.333507124623782403e-01,5.035392909038888080e-03,3.494982988112566025e-01,5.246390655300819765e-03,3.729099924940729727e-01,6.373267510052642651e-03,4.259511079911502129e-01,6.929132733460554618e-03
3.081630847640056681e-01,5.177815016569745250e-03,3.502303110031320665e-01,5.805465818987737975e-03,3.655941573361358721e-01,7.570861560861000782e-03,3.891101667495349137e-01,7.332976853486002089e-03,4.375530077087973480e-01,7.997318910809528281e-03
3.165760439969101947e-01,1.973204593615952938e-03,3.578072972682957986e-01,2.378567429204834702e-03,3.757839516234945942e-01,1.875373741660948642e-03,3.987250299595433978e-01,4.348088841979404554e-03,4.484746503627773384e-01,9.455773505796216324e-03
3.287002459290107037e-01,5.227762940920163345e-03,3.702450880410567691e-01,7.745705229852531404e-03,3.872287975308257302e-01,9.042320519171679130e-03,4.128350943182944599e-01,8.539214302577610369e-03,4.643611402128472454e-01,1.209206491688040799e-02
3.370085481287196094e-01,3.756105727701397005e-03,3.788669108209037906e-01,3.924254574618779925e-03,3.953280587062337204e-01,3.947240574115397881e-03,4.176420958820065144e-01,4.706799798956934691e-03,4.712061825466580811e-01,2.671028844173712474e-03
3.411897645257709333e-01,3.796432535552558222e-03,3.850862089443673475e-01,5.682376595251490727e-03,4.024358630956036964e-01,6.806378602044269553e-03,4.276762288737095408e-01,6.363977274144665131e-03,4.846371912269392124e-01,1.013261371195727477e-02
3.471991478902446970e-01,4.268629468703155627e-03,3.949625372600062412e-01,6.542363906039419530e-03,4.139845196056508025e-01,8.656306524280810502e-03,4.370823787099252788e-01,7.318499166747821291e-03,4.876679447766911757e-01,8.953938898806424948e-03
