1.120644741126668870e-01,1.499386925410978438e-03,1.303891240638228588e-01,2.741678337664797162e-03,1.372517095408661569e-01,2.932449964811308270e-03,1.476147834581569562e-01,4.015059381853216224e-03,1.631634646694887780e-01,3.944959322168099108e-03
1.246987951807228823e-01,4.652063943954677129e-03,1.442608270921524050e-01,4.522756247347464731e-03,1.524177792250081265e-01,4.299754045000084637e-03,1.623168349071963390e-01,3.680933724832377227e-03,1.794773689352002766e-01,5.776699380543251147e-03
1.397671768153695704e-01,4.136582355846108415e-03,1.616737219146857640e-01,3.465192013099550276e-03,1.699609247802018885e-01,3.233967923679352541e-03,1.813497232171930873e-01,4.560563332790095945e-03,2.001302507326603863e-01,4.924224404497870577e-03
1.523689352002605135e-01,7.172693248213623217e-03,1.768723542819928274e-01,6.771433256755169522e-03,1.869260827092152355e-01,6.620002296840557174e-03,1.972321719309671484e-01,6.317475242843213767e-03,2.199039400846629633e-01,6.728676847150060446e-03
1.619830674047541552e-01,4.841516381954589186e-03,1.887088896125040660e-01,4.613857585126036887e-03,1.995278410941061509e-01,4.632392187947266191e-03,2.119586453923803515e-01,5.969260306987301569e-03,2.356561380657765936e-01,4.455825735945033277e-03
1.742429176164115856e-01,2.564944384385812234e-03,2.024177792250081431e-01,2.355314269308537555e-03,2.133425594268968106e-01,2.429495877197491559e-03,2.264083360468902573e-01,3.986236373694435411e-03,2.541517421035493496e-01,7.822672115620470795e-03
1.818870074894171351e-01,9.658280657742668480e-04,2.079208726799088025e-01,2.224266051903241604e-03,2.196515792901335140e-01,2.716057677600778025e-03,2.335314229892543059e-01,3.746088684274976374e-03,2.625529143601433302e-01,4.794060312752083941e-03
1.896694887658742779e-01,1.925298760661386509e-03,2.202051449039400810e-01,3.599428682747340871e-03,2.324568544448062379e-01,4.186315714376784639e-03,2.480299576685118801e-01,5.655311753109195337e-03,2.781341582546401625e-01,6.421405290986877644e-03
1.992103549332465140e-01,3.015060934427509724e-03,2.265955714750895189e-01,4.706124530379243893e-03,2.381471833279062145e-01,5.695410166319476129e-03,2.522142624552263235e-01,6.624255456499727676e-03,2.837675024422012249e-01,6.590656102598796071e-03
2.104689026375773098e-01,2.167834800293589204e-03,2.425187235428199473e-01,1.907489628083055460e-03,2.537202865516118289e-01,2.195507369721596842e-03,2.688049495278410639e-01,3.671704246419386659e-03,2.991126668837512104e-01,2.457970364198182323e-03
2.159719960924780247e-01,4.698655269675507985e-03,2.480706610224682473e-01,4.149235297113379288e-03,2.608270921523933583e-01,3.006432495483683451e-03,2.768479322696190126e-01,2.690193024466427593e-03,3.088570498209052273e-01,3.257590906916242503e-03
2.243243243243243368e-01,3.954003499634967285e-03,2.558857049820905116e-01,3.046677991656802920e-03,2.686258547704331034e-01,3.430169953424050486e-03,2.838163464669489211e-01,3.680393573431028475e-03,3.198795180722892040e-01,2.493146052738494465e-03
2.316265060240963736e-01,4.269516027684034862e-03,2.636193422338000691e-01,3.969994069409589314e-03,2.779225008140671083e-01,4.835243228583332303e-03,2.940491696515793452e-01,4.492617826735292169e-03,3.319521328557472617e-01,3.101648987490133753e-03
2.366981439270595955e-01,3.431599327787415721e-03,2.707424291761640900e-01,3.322510841931193039e-03,2.851432758059263550e-01,3.874446195188113208e-03,3.019211983067404681e-01,4.052680696239905483e-03,3.414278736567893380e-01,6.260668070361917296e-03
2.436746987951807220e-01,4.214839672410757021e-03,2.807310322370563105e-01,4.352176500643362839e-03,2.943666558124389265e-01,3.980529970946744024e-03,3.121865841745359305e-01,4.985946539429986571e-03,3.533539563660045291e-01,7.084600872333480549e-03
2.510664278736567945e-01,2.953100562376932085e-03,2.865760338651904826e-01,2.692778364121989777e-03,2.999837186584174420e-01,2.753184008414520049e-03,3.182920872679909086e-01,2.826747564046273344e-03,3.608759361771409768e-01,3.906080136677778179e-03
2.567730380983392902e-01,4.066719331559344973e-03,2.935688700748941837e-01,3.002859420805179848e-03,3.082302181699771992e-01,2.847675993569412107e-03,3.276457180071637998e-01,3.910709109429832443e-03,3.679583197655486582e-01,4.780036632380190408e-03
2.629925105828719856e-01,3.391583612448855617e-03,3.013432106805601363e-01,2.282815954911827233e-03,3.155242591989580458e-01,2.824636807993863817e-03,3.351107131227613611e-01,2.761715817033161702e-03,3.764571800716379757e-01,5.499467494200679582e-03
2.678036470205145125e-01,3.136916411237710995e-03,3.063171605340280212e-01,3.148829982667451875e-03,3.214181048518398032e-01,2.872699582198662803e-03,3.413871703028329430e-01,2.214711343776612929e-03,3.855503093454900609e-01,3.776727326966314822e-03
2.737870400521003056e-01,3.095981761171184930e-03,3.129355258873330881e-01,1.679308115783264069e-03,3.286551611852815968e-01,2.055837722913008130e-03,3.489824161510908240e-01,2.392498688603807502e-03,3.948957994138717065e-01,2.194571447504969908e-03
2.776457180071638109e-01,3.184178399438923959e-03,3.164604363399544096e-01,2.414968100014974143e-03,3.323591663953109898e-01,1.289622035057821697e-03,3.527759687398241972e-01,2.191489140272886212e-03,3.989579941387170203e-01,4.126412796383272137e-03
2.845652881797460232e-01,2.145865996848678962e-03,3.241045262129599314e-01,3.675456517207325701e-03,3.394496906545099169e-01,3.985238758776279977e-03,3.599316183653533119e-01,4.009427059385399679e-03,4.088244871377401668e-01,4.316628588426281096e-03
2.891566265060240837e-01,4.642110004235387721e-03,3.277515467274503269e-01,3.541276007038282603e-03,3.437154021491370948e-01,2.646857455707714041e-03,3.647508954737870845e-01,3.648837176046664053e-03,4.144822533376750218e-01,3.619899184212491388e-03
2.960680560078150503e-01,4.614719306559924780e-03,3.381960273526538607e-01,5.766756037055380084e-03,3.551611852816671799e-01,6.721976212759600902e-03,3.758873331162487785e-01,6.488855103649573269e-03,4.242836209703679806e-01,5.553667997728534318e-03
3.037365678931943647e-01,3.008019166314359217e-03,3.443096711169000845e-01,1.029722455281138370e-03,3.600211657440572921e-01,2.486438597218086719e-03,3.815776619993487828e-01,3.831619256289293257e-03,4.305030934549006760e-01,4.205395206042999295e-03
3.076929338977531514e-01,3.734039705464540712e-03,3.486486486486486402e-01,2.375151440402885859e-03,3.643601432758059033e-01,2.132265311600118913e-03,3.858922175187234904e-01,1.171973897676193126e-03,4.375691957017258105e-01,2.797052033497611761e-03
3.120888961250407045e-01,5.302233304264477275e-03,3.527596873982415948e-01,4.760907601734165086e-03,3.698388147183327979e-01,3.785315629213430524e-03,3.926164115923151954e-01,3.863295109249922574e-03,4.425594268967762979e-01,1.949754385233393736e-03
3.185037447085640183e-01,2.813070014144117715e-03,3.613318137414522901e-01,2.743345665261485121e-03,3.779632041680234811e-01,2.523003887748020285e-03,4.002930641484858110e-01,2.668923605666706587e-03,4.501790947574080270e-01,4.499000467684644879e-03
3.231276457180071726e-01,3.102503518656039936e-03,3.662080755454249492e-01,1.427057499975713630e-03,3.826685118853793699e-01,5.879345517833831167e-04,4.049983718658417553e-01,1.385349878618215205e-03,4.584907196352979719e-01,4.503078844171287329e-03
3.261559752523607858e-01,3.311362316840362092e-03,3.723542819928361558e-01,4.336005856589312049e-03,3.886600455877564642e-01,3.654934544881254140e-03,4.101269944643438636e-01,3.351248302099859699e-03,4.641240638228589788e-01,4.693617388678379167e-03
3.307635949202213932e-01,2.979574477357397125e-03,3.763025073266036968e-01,3.560554823938283115e-03,3.929908824487137742e-01,3.974531931502667433e-03,4.147590361445783746e-01,5.119336411079890986e-03,4.692201237381959933e-01,6.235849472949787746e-03
3.361527189840442520e-01,3.646130019906369119e-03,3.810403777271246795e-01,4.065089423062196415e-03,3.978508629111038308e-01,4.677210341939096183e-03,4.201888635623575174e-01,4.753859003490438877e-03,4.745197004233149274e-01,6.210110059500006940e-03
3.418349071963529551e-01,1.761547862567116934e-03,3.888309996743731789e-01,1.483166771409432164e-03,4.069521328557472728e-01,2.062017609767194393e-03,4.293796808857049951e-01,2.500789687347234475e-03,4.846059915337023183e-01,4.448442719912857127e-03
3.443259524584825759e-01,1.428821076212051684e-03,3.913546076196678380e-01,1.568933468791474392e-03,4.088000651253663742e-01,1.741152276669161907e-03,4.316509280364702050e-01,2.560289496806341172e-03,4.880332139368284139e-01,4.143833331428964546e-03
3.482253337675024207e-01,2.278428183348901043e-03,3.954412243568870555e-01,3.531812924247802483e-03,4.131797460110712694e-01,2.928718751299683350e-03,4.364702051449039777e-01,1.859818154960053314e-03,4.918023445131878835e-01,2.040955625116516389e-03
